,Player,Prediction,Truth
2783,Ken Caminiti,Not Inducted,Not Inducted
3260,Ken Chase,Not Eligible,Not Eligible
3485,Ken Clay,Not Eligible,Not Eligible
3534,Ken Cloude,Not Eligible,Not Eligible
4050,Ken Crawford,Not Eligible,Not Eligible
4131,Ken Crosby,Not Eligible,Not Eligible
4542,Ken Dayley,Not Inducted,Not Inducted
4927,Ken Dixon,Not Eligible,Not Eligible
5073,Ken Dowell,Not Eligible,Not Eligible
5389,Ken Edenfield,Not Eligible,Not Eligible
6196,Ken Forsch,Not Inducted,Not Inducted
6268,Ken Frailing,Not Eligible,Not Eligible
6476,Ken Gables,Not Eligible,Not Eligible
6797,Ken Gerhart,Not Eligible,Not Eligible
6899,Ken Giles,Not Eligible,Not Eligible
7414,Ken Griffey,Inducted,Inducted
7413,Ken Griffey,Not Inducted,Not Inducted
7507,Ken Grundt,Not Eligible,Not Eligible
7772,Ken Hamlin,Not Eligible,Not Eligible
7924,Ken Harrelson,Not Eligible,Not Eligible
8035,Ken Harvey,Not Eligible,Not Eligible
8206,Ken Heintzelman,Not Inducted,Not Inducted
8258,Ken Henderson,Not Inducted,Not Inducted
8555,Ken Hill,Not Inducted,Not Inducted
8714,Ken Holcombe,Not Eligible,Not Eligible
8753,Ken Holloway,Not Eligible,Not Eligible
8787,Ken Holtzman,Not Inducted,Not Inducted
8859,Ken Hottman,Not Eligible,Not Eligible
8927,Ken Howell,Not Eligible,Not Eligible
8958,Ken Hubbs,Not Eligible,Not Eligible
8963,Ken Huckaby,Not Eligible,Not Eligible
9063,Ken Hunt,Not Eligible,Not Eligible
9064,Ken Hunt,Not Eligible,Not Eligible
9228,Ken Jackson,Not Eligible,Not Eligible
9494,Ken Johnson,Not Eligible,Not Eligible
9493,Ken Johnson,Not Inducted,Not Inducted
9627,Ken Jones,Not Eligible,Not Eligible
9735,Ken Jungels,Not Eligible,Not Eligible
9964,Ken Keltner,Not Inducted,Not Inducted
10422,Ken Kravec,Not Eligible,Not Eligible
10624,Ken Landenberger,Not Eligible,Not Eligible
10630,Ken Landreaux,Not Inducted,Not Inducted
10888,Ken Lehman,Not Eligible,Not Eligible
11547,Ken MacKenzie,Not Eligible,Not Eligible
11517,Ken Macha,Not Eligible,Not Eligible
12210,Ken McBride,Not Eligible,Not Eligible
12599,Ken McMullen,Not Inducted,Not Inducted
13751,Ken Nash,Not Eligible,Not Eligible
14139,Ken O'Dea,Not Inducted,Not Inducted
14088,Ken Oberkfell,Not Inducted,Not Inducted
14554,Ken Pape,Not Eligible,Not Eligible
14682,Ken Patterson,Not Eligible,Not Eligible
14828,Ken Penner,Not Eligible,Not Eligible
15042,Ken Phelps,Not Inducted,Not Inducted
15249,Ken Polivka,Not Eligible,Not Eligible
15327,Ken Poulsen,Not Eligible,Not Eligible
15570,Ken Raffensberger,Not Inducted,Not Inducted
15648,Ken Ramos,Not Eligible,Not Eligible
15715,Ken Ray,Not Eligible,Not Eligible
15857,Ken Reitz,Not Inducted,Not Inducted
15896,Ken Retzer,Not Eligible,Not Eligible
15936,Ken Reynolds,Not Eligible,Not Eligible
16003,Ken Richardson,Not Eligible,Not Eligible
16234,Ken Robinson,Not Eligible,Not Eligible
16567,Ken Rowe,Not Eligible,Not Eligible
16609,Ken Rudolph,Not Eligible,Not Eligible
16699,Ken Ryan,Not Eligible,Not Eligible
16848,Ken Sanders,Not Inducted,Not Inducted
17142,Ken Schrom,Not Eligible,Not Eligible
17259,Ken Sears,Not Eligible,Not Eligible
17629,Ken Silvestri,Not Eligible,Not Eligible
17676,Ken Singleton,Not Inducted,Not Inducted
17886,Ken Smith,Not Eligible,Not Eligible
18595,Ken Suarez,Not Eligible,Not Eligible
18781,Ken Szotkiewicz,Not Eligible,Not Eligible
18799,Ken Takahashi,Not Eligible,Not Eligible
18853,Ken Tatum,Not Eligible,Not Eligible
19373,Ken Trinkle,Not Eligible,Not Eligible
19449,Ken Turner,Not Eligible,Not Eligible
19798,Ken Vining,Not Eligible,Not Eligible
19916,Ken Waldichuk,Not Eligible,Not Eligible
20034,Ken Walters,Not Eligible,Not Eligible
20170,Ken Weafer,Not Eligible,Not Eligible
20605,Ken Williams,Not Eligible,Not Eligible
20604,Ken Williams,Not Inducted,Not Inducted
20898,Ken Wood,Not Eligible,Not Eligible
20994,Ken Wright,Not Eligible,Not Eligible
7302,Kendall Graveman,Not Eligible,Not Eligible
6107,Kendry Flores,Not Eligible,Not Eligible
13302,Kendrys Morales,Not Inducted,Not Inducted
10629,Kenesaw Landis,Not Eligible,Not Eligible
9416,Kenji Johjima,Not Eligible,Not Eligible
9308,Kenley Jansen,Not Eligible,Not Eligible
18308,Kennie Steenstra,Not Eligible,Not Eligible
7385,Kenny Greer,Not Eligible,Not Eligible
8692,Kenny Hogan,Not Eligible,Not Eligible
9942,Kenny Kelly,Not Eligible,Not Eligible
10500,Kenny Kuhn,Not Eligible,Not Eligible
11210,Kenny Lofton,Not Inducted,Not Inducted
16176,Kenny Roberts,Not Eligible,Not Eligible
16368,Kenny Rogers,Not Inducted,Not Inducted
16507,Kenny Rosenberg,Not Eligible,Not Eligible
19656,Kennys Vargas,Not Eligible,Not Eligible
9835,Kenshin Kawakami,Not Eligible,Not Eligible
18811,Kensuke Tanaka,Not Eligible,Not Eligible
407,Kent Anderson,Not Eligible,Not Eligible
1868,Kent Bottenfield,Not Eligible,Not Eligible
5520,Kent Emanuel,Not Eligible,Not Eligible
7376,Kent Greenfield,Not Eligible,Not Eligible
7643,Kent Hadley,Not Eligible,Not Eligible
8946,Kent Hrbek,Not Inducted,Not Inducted
12799,Kent Mercker,Not Inducted,Not Inducted
14986,Kent Peterson,Not Eligible,Not Eligible
18950,Kent Tekulve,Not Inducted,Not Inducted
11599,Kenta Maeda,Not Eligible,Not Eligible
2337,Keon Broxton,Not Eligible,Not Eligible
9888,Keone Kela,Not Eligible,Not Eligible
5794,Kerby Farrell,Not Eligible,Not Eligible
19896,Kermit Wahl,Not Eligible,Not Eligible
2952,Kerry Carpenter,Not Eligible,Not Eligible
4903,Kerry Dineen,Not Eligible,Not Eligible
10549,Kerry Lacy,Not Eligible,Not Eligible
11054,Kerry Ligtenberg,Not Eligible,Not Eligible
16235,Kerry Robinson,Not Eligible,Not Eligible
18908,Kerry Taylor,Not Eligible,Not Eligible
20899,Kerry Wood,Not Inducted,Not Inducted
20937,Kerry Woodson,Not Eligible,Not Eligible
3119,Kervin Castro,Not Eligible,Not Eligible
13274,Kerwin Moore,Not Eligible,Not Eligible
8621,Keston Hiura,Not Eligible,Not Eligible
11887,Ketel Marte,Not Eligible,Not Eligible
20802,Kettle Wirts,Not Eligible,Not Eligible
12740,Keury Mella,Not Eligible,Not Eligible
17887,Kevan Smith,Not Eligible,Not Eligible
190,Kevin Alcántara,Not Eligible,Not Eligible
478,Kevin Appier,Not Inducted,Not Inducted
701,Kevin Baez,Not Eligible,Not Eligible
889,Kevin Barker,Not Eligible,Not Eligible
998,Kevin Barry,Not Eligible,Not Eligible
1037,Kevin Bass,Not Inducted,Not Inducted
1065,Kevin Batiste,Not Eligible,Not Eligible
1149,Kevin Bearse,Not Eligible,Not Eligible
1230,Kevin Beirne,Not Eligible,Not Eligible
1234,Kevin Belcher,Not Eligible,Not Eligible
1267,Kevin Bell,Not Eligible,Not Eligible
1634,Kevin Blankenship,Not Eligible,Not Eligible
2286,Kevin Brown,Inducted,Not Inducted
2288,Kevin Brown,Not Eligible,Not Eligible
2287,Kevin Brown,Not Eligible,Not Eligible
2413,Kevin Buckley,Not Eligible,Not Eligible
2776,Kevin Cameron,Not Eligible,Not Eligible
2814,Kevin Campbell,Not Eligible,Not Eligible
3042,Kevin Cash,Not Eligible,Not Eligible
3242,Kevin Chapman,Not Eligible,Not Eligible
3573,Kevin Coffman,Not Eligible,Not Eligible
3657,Kevin Collins,Not Eligible,Not Eligible
3907,Kevin Correia,Not Inducted,Not Inducted
4113,Kevin Cron,Not Eligible,Not Eligible
5514,Kevin Elster,Not Inducted,Not Inducted
6099,Kevin Flora,Not Eligible,Not Eligible
6221,Kevin Foster,Not Eligible,Not Eligible
6289,Kevin Frandsen,Not Eligible,Not Eligible
6320,Kevin Frederick,Not Eligible,Not Eligible
6730,Kevin Gausman,Not Eligible,Not Eligible
6951,Kevin Ginkel,Not Eligible,Not Eligible
7390,Kevin Gregg,Not Inducted,Not Inducted
7480,Kevin Gross,Not Inducted,Not Inducted
7509,Kevin Gryboski,Not Eligible,Not Eligible
7656,Kevin Hagen,Not Eligible,Not Eligible
7999,Kevin Hart,Not Eligible,Not Eligible
8338,Kevin Herget,Not Eligible,Not Eligible
8488,Kevin Hickey,Not Eligible,Not Eligible
8516,Kevin Higgins,Not Eligible,Not Eligible
8647,Kevin Hodges,Not Eligible,Not Eligible
8803,Kevin Hooper,Not Eligible,Not Eligible
9317,Kevin Jarvis,Not Inducted,Not Inducted
9378,Kevin Jepsen,Not Inducted,Not Inducted
9674,Kevin Jordan,Not Eligible,Not Eligible
9699,Kevin Joseph,Not Eligible,Not Eligible
9754,Kevin Kaczmarski,Not Eligible,Not Eligible
9943,Kevin Kelly,Not Eligible,Not Eligible
9998,Kevin Kennedy,Not Eligible,Not Eligible
10070,Kevin Kiermaier,Not Eligible,Not Eligible
10123,Kevin King,Not Eligible,Not Eligible
10304,Kevin Kobel,Not Eligible,Not Eligible
10383,Kevin Koslofski,Not Eligible,Not Eligible
10394,Kevin Kouzmanoff,Not Eligible,Not Eligible
10409,Kevin Kramer,Not Eligible,Not Eligible
11240,Kevin Lomon,Not Eligible,Not Eligible
11501,Kevin Maas,Not Eligible,Not Eligible
11632,Kevin Mahar,Not Eligible,Not Eligible
12094,Kevin Mattison,Not Eligible,Not Eligible
12252,Kevin McCarthy,Not Eligible,Not Eligible
12429,Kevin McGehee,Not Eligible,Not Eligible
12446,Kevin McGlinchy,Not Eligible,Not Eligible
12458,Kevin McGowan,Not Eligible,Not Eligible
12647,Kevin McReynolds,Not Inducted,Not Inducted
12738,Kevin Melillo,Not Eligible,Not Eligible
12755,Kevin Mench,Not Eligible,Not Eligible
12922,Kevin Millar,Not Inducted,Not Inducted
13049,Kevin Millwood,Not Inducted,Not Inducted
13112,Kevin Mitchell,Not Inducted,Not Inducted
13130,Kevin Mmahat,Not Eligible,Not Eligible
13361,Kevin Morgan,Not Eligible,Not Eligible
13435,Kevin Morton,Not Eligible,Not Eligible
13545,Kevin Mulvey,Not Eligible,Not Eligible
13881,Kevin Newman,Not Eligible,Not Eligible
13913,Kevin Nicholson,Not Eligible,Not Eligible
14189,Kevin Ohme,Not Eligible,Not Eligible
14247,Kevin Olsen,Not Eligible,Not Eligible
14312,Kevin Orie,Not Eligible,Not Eligible
14495,Kevin Padlo,Not Eligible,Not Eligible
14648,Kevin Pasley,Not Eligible,Not Eligible
15104,Kevin Pickford,Not Eligible,Not Eligible
15146,Kevin Pillar,Not Eligible,Not Eligible
15208,Kevin Plawecki,Not Eligible,Not Eligible
15243,Kevin Polcovich,Not Eligible,Not Eligible
15486,Kevin Quackenbush,Not Eligible,Not Eligible
15796,Kevin Reese,Not Eligible,Not Eligible
15835,Kevin Reimer,Not Eligible,Not Eligible
15962,Kevin Rhomberg,Not Eligible,Not Eligible
16004,Kevin Richardson,Not Eligible,Not Eligible
16112,Kevin Ritz,Not Eligible,Not Eligible
16161,Kevin Roberson,Not Eligible,Not Eligible
16369,Kevin Rogers,Not Eligible,Not Eligible
16442,Kevin Romine,Not Eligible,Not Eligible
16669,Kevin Russo,Not Eligible,Not Eligible
16933,Kevin Saucier,Not Eligible,Not Eligible
17281,Kevin Sefcik,Not Eligible,Not Eligible
17295,Kevin Seitzer,Not Inducted,Not Inducted
17372,Kevin Shackelford,Not Eligible,Not Eligible
17602,Kevin Siegrist,Not Eligible,Not Eligible
17758,Kevin Slowey,Not Eligible,Not Eligible
17888,Kevin Smith,Not Eligible,Not Eligible
18237,Kevin Stanfield,Not Eligible,Not Eligible
18438,Kevin Stocker,Not Eligible,Not Eligible
18821,Kevin Tapani,Not Inducted,Not Inducted
19110,Kevin Thompson,Not Eligible,Not Eligible
19230,Kevin Tolar,Not Eligible,Not Eligible
19947,Kevin Walker,Not Eligible,Not Eligible
20073,Kevin Ward,Not Eligible,Not Eligible
20382,Kevin Whelan,Not Eligible,Not Eligible
20482,Kevin Wickander,Not Eligible,Not Eligible
20832,Kevin Witt,Not Eligible,Not Eligible
21106,Kevin Youkilis,Not Inducted,Not Inducted
21142,Kevin Young,Not Inducted,Not Inducted
14831,Kewpie Pennington,Not Eligible,Not Eligible
12892,Keynan Middleton,Not Eligible,Not Eligible
16796,Keyvius Sampson,Not Eligible,Not Eligible
7366,Khalil Greene,Not Eligible,Not Eligible
10852,Khalil Lee,Not Eligible,Not Eligible
4495,Khris Davis,Not Eligible,Not Eligible
9944,Kick Kelly,Not Eligible,Not Eligible
799,Kid Baldwin,Not Eligible,Not Eligible
2643,Kid Butler,Not Eligible,Not Eligible
2788,Kid Camp,Not Eligible,Not Eligible
2995,Kid Carsey,Not Inducted,Not Inducted
5460,Kid Elberfeld,Not Inducted,Not Inducted
6998,Kid Gleason,Inducted,Not Inducted
11569,Kid Madden,Not Eligible,Not Eligible
12559,Kid McLaughlin,Not Eligible,Not Eligible
13147,Kid Mohler,Not Eligible,Not Eligible
13904,Kid Nichols,Inducted,Inducted
14181,Kid O'Hara,Not Eligible,Not Eligible
18120,Kid Speer,Not Eligible,Not Eligible
18665,Kid Summers,Not Eligible,Not Eligible
20669,Kid Willson,Not Eligible,Not Eligible
4496,Kiddo Davis,Not Eligible,Not Eligible
4292,Kiki Cuyler,Not Inducted,Inducted
2733,Kiko Calero,Not Eligible,Not Eligible
6611,Kiko Garcia,Not Inducted,Not Inducted
9752,Kila Ka'aihue,Not Eligible,Not Eligible
251,Kim Allen,Not Eligible,Not Eligible
432,Kim Andrew,Not Eligible,Not Eligible
1066,Kim Batiste,Not Eligible,Not Eligible
17254,Kim Seaman,Not Eligible,Not Eligible
1002,Kimera Bartee,Not Eligible,Not Eligible
731,King Bailey,Not Eligible,Not Eligible
2007,King Brady,Not Eligible,Not Eligible
2189,King Brockett,Not Eligible,Not Eligible
3605,King Cole,Not Eligible,Not Eligible
9945,King Kelly,Inducted,Inducted
10809,King Lear,Not Eligible,Not Eligible
7481,Kip Gross,Not Eligible,Not Eligible
17296,Kip Selbach,Not Inducted,Not Inducted
20285,Kip Wells,Not Inducted,Not Inducted
21143,Kip Young,Not Eligible,Not Eligible
8507,Kirby Higbe,Not Inducted,Not Inducted
15442,Kirby Puckett,Inducted,Inducted
17967,Kirby Snead,Not Eligible,Not Eligible
20425,Kirby White,Not Eligible,Not Eligible
21060,Kirby Yates,Not Eligible,Not Eligible
2448,Kirk Bullinger,Not Eligible,Not Eligible
5136,Kirk Dressendorfer,Not Eligible,Not Eligible
6853,Kirk Gibson,Not Inducted,Not Inducted
12260,Kirk McCarty,Not Eligible,Not Eligible
12263,Kirk McCaskill,Not Inducted,Not Inducted
13947,Kirk Nieuwenhuis,Not Eligible,Not Eligible
16612,Kirk Rueter,Not Inducted,Not Inducted
16717,Kirk Saarloos,Not Eligible,Not Eligible
11782,Kirt Manwaring,Not Inducted,Not Inducted
14192,Kirt Ojala,Not Eligible,Not Eligible
770,Kirtley Baker,Not Eligible,Not Eligible
2997,Kit Carson,Not Eligible,Not Eligible
12525,Kit McKenna,Not Eligible,Not Eligible
14788,Kit Pellow,Not Eligible,Not Eligible
19062,Kite Thomas,Not Eligible,Not Eligible
2037,Kitty Bransfield,Not Inducted,Not Inducted
2047,Kitty Brashear,Not Eligible,Not Eligible
5061,Klondike Douglass,Not Eligible,Not Eligible
17889,Klondike Smith,Not Eligible,Not Eligible
7019,Koda Glover,Not Eligible,Not Eligible
17321,Kodai Senga,Not Eligible,Not Eligible
20466,Kodi Whitley,Not Eligible,Not Eligible
3495,Kody Clemens,Not Eligible,Not Eligible
6456,Kody Funderburk,Not Eligible,Not Eligible
518,Kohei Arihara,Not Eligible,Not Eligible
18403,Kohl Stewart,Not Eligible,Not Eligible
12982,Kohly Miller,Not Eligible,Not Eligible
19488,Koji Uehara,Not Eligible,Not Eligible
227,Kolby Allard,Not Eligible,Not Eligible
2737,Kole Calhoun,Not Eligible,Not Eligible
20879,Kolten Wong,Not Eligible,Not Eligible
9163,Kolton Ingram,Not Eligible,Not Eligible
19866,Konner Wade,Not Eligible,Not Eligible
15143,Konnor Pilkington,Not Eligible,Not Eligible
17093,Konrad Schmidt,Not Eligible,Not Eligible
10853,Korey Lee,Not Eligible,Not Eligible
3109,Kory Casto,Not Eligible,Not Eligible
4641,Kory DeHaan,Not Eligible,Not Eligible
6431,Kosuke Fukudome,Not Eligible,Not Eligible
8556,Koyie Hill,Not Inducted,Not Inducted
16199,Kramer Robertson,Not Eligible,Not Eligible
1340,Kris Benson,Not Eligible,Not Eligible
2383,Kris Bryant,Not Eligible,Not Eligible
2391,Kris Bubic,Not Eligible,Not Eligible
6222,Kris Foster,Not Eligible,Not Eligible
9495,Kris Johnson,Not Eligible,Not Eligible
9902,Kris Keller,Not Eligible,Not Eligible
12690,Kris Medlen,Not Eligible,Not Eligible
20723,Kris Wilson,Not Eligible,Not Eligible
13794,Kristopher Negron,Not Eligible,Not Eligible
16264,Kumar Rocker,Not Eligible,Not Eligible
17,Kurt Abbott,Not Eligible,Not Eligible
155,Kurt Ainsworth,Not Eligible,Not Eligible
1462,Kurt Bevacqua,Not Inducted,Not Inducted
1537,Kurt Birkins,Not Eligible,Not Eligible
10021,Kurt Kepshire,Not Eligible,Not Eligible
10299,Kurt Knudsen,Not Eligible,Not Eligible
10446,Kurt Krieger,Not Eligible,Not Eligible
12983,Kurt Miller,Not Eligible,Not Eligible
17292,Kurt Seibert,Not Eligible,Not Eligible
18421,Kurt Stillwell,Not Eligible,Not Eligible
18704,Kurt Suzuki,Not Eligible,Not Eligible
4051,Kutter Crawford,Not Eligible,Not Eligible
10097,Kwang Hyun Kim,Not Eligible,Not Eligible
2603,Ky Bush,Not Eligible,Not Eligible
18,Kyle Abbott,Not Eligible,Not Eligible
957,Kyle Barraclough,Not Eligible,Not Eligible
1532,Kyle Bird,Not Eligible,Not Eligible
1637,Kyle Blanks,Not Eligible,Not Eligible
1975,Kyle Bradish,Not Eligible,Not Eligible
3566,Kyle Cody,Not Eligible,Not Eligible
4079,Kyle Crick,Not Eligible,Not Eligible
4102,Kyle Crockett,Not Eligible,Not Eligible
4445,Kyle Davies,Not Eligible,Not Eligible
4723,Kyle Denney,Not Eligible,Not Eligible
4961,Kyle Dohy,Not Eligible,Not Eligible
5072,Kyle Dowdy,Not Eligible,Not Eligible
5112,Kyle Drabek,Not Eligible,Not Eligible
5777,Kyle Farmer,Not Eligible,Not Eligible
5780,Kyle Farnsworth,Not Inducted,Not Inducted
5968,Kyle Finnegan,Not Eligible,Not Eligible
6326,Kyle Freeland,Not Eligible,Not Eligible
6461,Kyle Funkhouser,Not Eligible,Not Eligible
6670,Kyle Garlick,Not Eligible,Not Eligible
6854,Kyle Gibson,Not Eligible,Not Eligible
7262,Kyle Graham,Not Eligible,Not Eligible
7976,Kyle Harrison,Not Eligible,Not Eligible
8000,Kyle Hart,Not Eligible,Not Eligible
8268,Kyle Hendricks,Not Eligible,Not Eligible
8506,Kyle Higashioka,Not Eligible,Not Eligible
8980,Kyle Hudson,Not Eligible,Not Eligible
9103,Kyle Hurt,Not Eligible,Not Eligible
9190,Kyle Isbel,Not Eligible,Not Eligible
9373,Kyle Jensen,Not Eligible,Not Eligible
9903,Kyle Keller,Not Eligible,Not Eligible
9978,Kyle Kendrick,Not Inducted,Not Inducted
10485,Kyle Kubitza,Not Eligible,Not Eligible
10804,Kyle Leahy,Not Eligible,Not Eligible
11017,Kyle Lewis,Not Eligible,Not Eligible
11172,Kyle Lloyd,Not Eligible,Not Eligible
11182,Kyle Lobstein,Not Eligible,Not Eligible
11223,Kyle Lohse,Not Inducted,Not Inducted
11785,Kyle Manzardo,Not Eligible,Not Eligible
11922,Kyle Martin,Not Eligible,Not Eligible
12237,Kyle McCann,Not Eligible,Not Eligible
12278,Kyle McClellan,Not Eligible,Not Eligible
12460,Kyle McGowin,Not Eligible,Not Eligible
12462,Kyle McGrath,Not Eligible,Not Eligible
12632,Kyle McPherson,Not Eligible,Not Eligible
13528,Kyle Muller,Not Eligible,Not Eligible
13823,Kyle Nelson,Not Eligible,Not Eligible
13921,Kyle Nicolas,Not Eligible,Not Eligible
14593,Kyle Parker,Not Eligible,Not Eligible
14987,Kyle Peterson,Not Eligible,Not Eligible
15071,Kyle Phillips,Not Eligible,Not Eligible
16700,Kyle Ryan,Not Eligible,Not Eligible
17188,Kyle Schwarber,Not Eligible,Not Eligible
17251,Kyle Seager,Not Eligible,Not Eligible
17715,Kyle Skipworth,Not Eligible,Not Eligible
18012,Kyle Snyder,Not Eligible,Not Eligible
18492,Kyle Stowers,Not Eligible,Not Eligible
19414,Kyle Tucker,Not Eligible,Not Eligible
19474,Kyle Tyler,Not Eligible,Not Eligible
19921,Kyle Waldrop,Not Eligible,Not Eligible
19922,Kyle Waldrop,Not Eligible,Not Eligible
20238,Kyle Weiland,Not Eligible,Not Eligible
20995,Kyle Wright,Not Eligible,Not Eligible
21230,Kyle Zimmer,Not Eligible,Not Eligible
14574,Kyren Paris,Not Eligible,Not Eligible
6429,Kyuji Fujikawa,Not Eligible,Not Eligible
8661,L. J. Hoes,Not Eligible,Not Eligible
18834,La Schelle Tarver,Not Eligible,Not Eligible
8943,LaMarr Hoyt,Not Eligible,Not Eligible
19867,LaMonte Wade,Not Eligible,Not Eligible
10168,LaRue Kirby,Not Eligible,Not Eligible
20121,LaRue Washington,Not Eligible,Not Eligible
8093,LaTroy Hawkins,Not Inducted,Not Inducted
6338,LaVel Freeman,Not Eligible,Not Eligible
15872,Laddie Renfroe,Not Eligible,Not Eligible
800,Lady Baldwin,Not Eligible,Not Eligible
4257,Lafayette Currence,Not Eligible,Not Eligible
8279,Lafayette Henion,Not Eligible,Not Eligible
676,Lake Bachar,Not Eligible,Not Eligible
9496,Lamar Johnson,Not Eligible,Not Eligible
1390,Lance Berkman,Not Inducted,Not Inducted
1635,Lance Blankenship,Not Eligible,Not Eligible
2180,Lance Broadway,Not Eligible,Not Eligible
3010,Lance Carter,Not Eligible,Not Eligible
3509,Lance Clemons,Not Eligible,Not Eligible
3892,Lance Cormier,Not Eligible,Not Eligible
4497,Lance Davis,Not Eligible,Not Eligible
4856,Lance Dickson,Not Eligible,Not Eligible
9497,Lance Johnson,Not Inducted,Not Inducted
11477,Lance Lynn,Not Eligible,Not Eligible
12332,Lance McCullers,Not Eligible,Not Eligible
12333,Lance McCullers,Not Eligible,Not Eligible
13932,Lance Niekro,Not Eligible,Not Eligible
14519,Lance Painter,Not Inducted,Not Inducted
14623,Lance Parrish,Not Inducted,Not Inducted
14824,Lance Pendleton,Not Eligible,Not Eligible
15703,Lance Rautzhan,Not Eligible,Not Eligible
16009,Lance Richbourg,Not Eligible,Not Eligible
21202,Lance Zawadzki,Not Eligible,Not Eligible
16555,Landen Roupp,Not Eligible,Not Eligible
10248,Landon Knack,Not Eligible,Not Eligible
